3m,1m,otherNonCurrrentAssets,otherCurrentLiabilities,cashflowFromInvestment,cashflowFromFinancing,retainedEarnings,shortTermDebt,netIncomeFromContinuingOperations,operatingCashflow,totalCurrentLiabilities,totalShareholderEquity
-0.07730569948186528,0.0063730569948186044,2446000000.0,886000000.0,-4010000000.0,-1831000000.0,44968000000.0,688000000.0,2616000000.0,8616000000.0,12979000000.0,88762000000.0
0.15783790269362297,0.16023756674065637,2602000000.0,787000000.0,-6768000000.0,-1423000000.0,43764000000.0,645000000.0,2429000000.0,9308000000.0,9908000000.0,86516000000.0
0.2715691509649858,0.2715691509649858,2576000000.0,147000000.0,-3685000000.0,-3541000000.0,41981000000.0,500000000.0,6882000000.0,7618000000.0,7017000000.0,84127000000.0
-0.2029064818192874,-0.07704000972880953,2438000000.0,115000000.0,-4247000000.0,-5157000000.0,38767000000.0,565250000.0,5137000000.0,7498000000.0,5462000000.0,80342000000.0
-0.15366405928365579,-0.11187731576780557,2265000000.0,91000000.0,-2384000000.0,-4271000000.0,38237000000.0,121000000.0,5106000000.0,6298000000.0,4670000000.0,79382000000.0
0.21609612616559226,0.07641279178922344,2319000000.0,94000000.0,-1287000000.0,-2603000000.0,36780000000.0,98000000.0,4988000000.0,7860000000.0,5086000000.0,77620000000.0
-0.09446900147342185,0.05910687974611806,2135000000.0,98000000.0,-5003000000.0,-1843000000.0,33990000000.0,390000000.0,4269000000.0,7671000000.0,3760000000.0,74347000000.0
0.032714929478550925,0.05378357815883428,2374000000.0,105000000.0,-3729000000.0,-1531000000.0,31209000000.0,314000000.0,4707000000.0,6127000000.0,3305000000.0,71208000000.0
0.13173930321896954,0.12100940521923431,2096000000.0,88000000.0,-5466000000.0,-869000000.0,27560000000.0,278000000.0,3894000000.0,5360000000.0,3315000000.0,66481000000.0
0.0628651883139737,0.05772615276311144,1836000000.0,80000000.0,-5920000000.0,-992000000.0,24175000000.0,278000000.0,3064000000.0,5058000000.0,2928000000.0,62188000000.0
0.2346805736636246,0.13272490221642763,1312000000.0,90000000.0,-2028000000.0,4000000.0,21670000000.0,280000000.0,4273000000.0,4930000000.0,2875000000.0,59194000000.0
0.09069863389666927,0.2901396331208199,655210526.3157895,528684210.5263158,-4439000000.0,-1420000000.0,13119894736.842106,62526315.78947368,2464000000.0,1519000000.0,1979263157.8947368,11033578947.368422
